accounted_h100_bf16_mfu,ar_accounted_h100_bf16_mfu,ar_attention_backend,ar_compute_accounting,ar_duration_seconds,ar_learning_rate,ar_steps,batch_size,bd_accounted_h100_bf16_mfu,bd_attention_backend,bd_duration_seconds,bd_learning_rate,bd_steps,block_diffusion_training_flops_per_clean_token,block_len,budget,clean_tokens,comparison_mode,compiled,d_ff,d_model,decay_fraction_per_phase,device,duration_seconds,effective_train_epochs,evaluation_duration_seconds,flash_causal_training_flops_per_clean_token,gpu,head_dim,last_ar_train_ce,last_bd_train_nelbo,n_head,n_layer,n_params,nominal_bd_budget,nominal_compute_accounting,nominal_pure_bd_flops,objective,optimizer_reset_at_transition,p_ar,realized_flops,realized_to_nominal_compute,result_path,seed,sequence_length,size,status,total_steps,train_dataset_tokens,val_masked_ce_t0.5,val_nelbo,wandb_run_id,wandb_url,warmup_fraction_per_phase,weight_decay
0.039790978601861024,0.02757654395491027,flash,triangular_flash_causal_v2,62.82305515743792,0.0027,2995,128,0.04555313443061852,cudnn,133.17031408846378,0.0027,4493,40750752,4,1e+16,245366784,matched_pure_bd_steps_tokens,True,304,112,0.15,cuda:3,209.36943803168833,0.042480036142170594,13.374263186007738,17458560,NVIDIA H100 80GB HBM3,16,4.114815711975098,4.368130207061768,7,11,2595712,1e+16,dense_dual_stream_attention_v1,9998880963821568,ar_to_bd,True,0.4,7712981514190848,0.7713844721322645,results_matched_p_ar_0p4/runs/1e16/2.60M/ar_2.7e-03_bd_2.7e-03/result.json,1337,256,2.60M,complete,7488,5776049323,4.452625289559364,4.464200176298618,43a5d7kh,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/43a5d7kh,0.05,0.1
0.04203817163218315,0.036352672627629604,flash,triangular_flash_causal_v2,52.22395941615105,0.0027,4370,128,0.04420178292715979,cudnn,137.23318507522345,0.0027,6554,27934368,4,1e+16,357957632,matched_pure_bd_steps_tokens,True,304,112,0.15,cuda:1,198.77531204745173,0.06197274503433114,9.316452348604798,13112064,NVIDIA H100 80GB HBM3,16,3.9242358207702637,4.497097969055176,7,7,1985536,1e+16,dense_dual_stream_attention_v1,9999320220696576,ar_to_bd,True,0.4,7876823205543936,0.7877358692084389,results_matched_p_ar_0p4/runs/1e16/2M/ar_2.7e-03_bd_2.7e-03/result.json,1337,256,2M,complete,10924,5776049323,4.422302350401878,4.43158195912838,xsm6uf2a,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/xsm6uf2a,0.05,0.1
0.08609466997471972,0.08278076729004348,flash,triangular_flash_causal_v2,215.40805370174348,0.0027,8084,128,0.08711984841925648,cudnn,696.3093413319439,0.0009,12125,151002432,4,1e+17,662208512,matched_pure_bd_steps_tokens,True,600,224,0.15,cuda:1,928.6079580988735,0.1146473090808127,16.88832181505859,66575040,NVIDIA H100 80GB HBM3,16,3.5296132564544678,3.9553475379943848,14,14,10296384,1e+17,dense_dual_stream_attention_v1,99995095803101184,ar_to_bd,True,0.4,77630574145044480,0.7763438148797382,results_matched_p_ar_0p4/runs/1e17/10.3M/ar_2.7e-03_bd_9.0e-04/result.json,1337,256,10.3M,complete,20209,5776049323,3.816947005689144,3.845692679286003,fj1ozb1f,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/fj1ozb1f,0.05,0.1
0.0894157132270537,0.08043460216792887,flash,triangular_flash_causal_v2,221.66308705322444,0.0027,6764,128,0.09244944969022295,cudnn,656.2141526471823,0.0009,10147,180450720,4,1e+17,554139648,matched_pure_bd_steps_tokens,True,640,240,0.15,cuda:3,896.9967979956418,0.09593748547011845,19.117295999079943,79557120,NVIDIA H100 80GB HBM3,16,3.4357995986938477,4.218440055847168,15,15,12341760,1e+17,dense_dual_stream_attention_v1,99994898462146560,ar_to_bd,True,0.4,77632563298959360,0.7763652395561705,results_matched_p_ar_0p4/runs/1e17/12.3M/ar_2.7e-03_bd_9.0e-04/result.json,1337,256,12.3M,complete,16911,5776049323,3.8290109634399414,3.856190577149391,huewqjmx,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/huewqjmx,0.05,0.1
0.07866718417731727,0.07139575323990731,flash,triangular_flash_causal_v2,250.3803182337433,0.0027,12032,128,0.08110097667608683,cudnn,748.0601542834193,0.0009,18049,101450880,4,1e+17,985694208,matched_pure_bd_steps_tokens,True,512,192,0.15,cuda:1,1000.5819148682058,0.17065197211440086,2.1395288724452257,44841600,NVIDIA H100 80GB HBM3,16,3.515584707260132,4.075030326843262,12,12,6886272,1e+17,dense_dual_stream_attention_v1,99999544812503040,ar_to_bd,True,0.4,77680511035637760,0.7768086462922108,results_matched_p_ar_0p4/runs/1e17/6.9M/ar_2.7e-03_bd_9.0e-04/result.json,1337,256,6.9M,complete,30081,5776049323,3.856475554406643,3.890182375907898,jgc5ims3,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/jgc5ims3,0.05,0.1
0.08205722009346217,0.07625153828474608,flash,triangular_flash_causal_v2,234.0718953292817,0.0027,9768,128,0.08393741749223375,cudnn,722.7682293001562,0.0009,14653,124960992,4,1e+17,800227328,matched_pure_bd_steps_tokens,True,560,208,0.15,cuda:3,959.3519365061074,0.13854232941078368,2.509893424808979,55149120,NVIDIA H100 80GB HBM3,16,3.443619728088379,3.9483916759490967,13,13,8502208,1e+17,dense_dual_stream_attention_v1,99997200732389376,ar_to_bd,True,0.4,77651968653262848,0.7765414240051938,results_matched_p_ar_0p4/runs/1e17/8.5M/ar_2.7e-03_bd_9.0e-04/result.json,1337,256,8.5M,complete,24421,5776049323,3.8347950726747513,3.8663751408457756,l14bcc9r,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/l14bcc9r,0.05,0.1
0.011963916091958076,0.006958353746552261,flash,triangular_flash_causal_v2,7.917541194707155,0.0081,680,128,0.015295047766241663,cudnn,11.897382015362382,0.0081,1021,5379264,4,300000000000000.0,55738368,matched_pure_bd_steps_tokens,True,88,32,0.15,cuda:1,21.189252465963364,0.009649912056334427,1.3728853836655617,2445312,NVIDIA H100 80GB HBM3,16,5.107834815979004,5.285859107971191,2,7,350464,300000000000000.0,dense_dual_stream_attention_v1,299831396401152,ar_to_bd,True,0.4,234456373788672,0.7819607172658692,results_matched_p_ar_0p4/runs/3e14/0.35M/ar_8.1e-03_bd_8.1e-03/result.json,1337,256,0.35M,complete,1701,5776049323,5.448157861828804,5.426915034651756,ulkorula,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/ulkorula,0.05,0.1
0.013843222232868517,0.010493297208708974,flash,triangular_flash_causal_v2,7.808815807104111,0.0027,871,128,0.016166930081372672,cudnn,11.257416674867272,0.0027,1307,4202784,4,300000000000000.0,71368704,matched_pure_bd_steps_tokens,True,128,48,0.15,cuda:3,19.873458832502365,0.01235597205096789,0.8062447551637888,2839392,NVIDIA H100 80GB HBM3,16,4.87114143371582,5.393467426300049,3,2,448800,300000000000000.0,dense_dual_stream_attention_v1,299947247271936,ar_to_bd,True,0.4,261034774364160,0.8702689447504832,results_matched_p_ar_0p4/runs/3e14/0.45M/ar_2.7e-03_bd_2.7e-03/result.json,1337,256,0.45M,complete,2178,5776049323,5.307162135839462,5.289095103740692,auke3qps,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/auke3qps,0.05,0.1
0.007911768792944139,0.004617058988853111,flash,triangular_flash_causal_v2,14.434251433238387,0.0027,606,128,0.010712712658735343,cudnn,16.978801429271698,0.0027,908,6045984,4,300000000000000.0,49610752,matched_pure_bd_steps_tokens,True,128,48,0.15,cuda:1,37.31628915667534,0.008589045769130112,5.901666335761547,3319200,NVIDIA H100 80GB HBM3,16,5.080045700073242,5.253753662109375,3,4,504288,300000000000000.0,dense_dual_stream_attention_v1,299945812819968,ar_to_bd,True,0.4,245798950404096,0.819477851993314,results_matched_p_ar_0p4/runs/3e14/0.5M/ar_2.7e-03_bd_2.7e-03/result.json,1337,256,0.5M,complete,1514,5776049323,5.351094201207161,5.339853927493095,10qvemp0,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/10qvemp0,0.05,0.1
0.011791235109146286,0.0129658627830844,flash,triangular_flash_causal_v2,5.104798324406147,0.0027,421,128,0.01141493392256813,cudnn,15.93467572145164,0.0027,631,8700288,4,300000000000000.0,34471936,matched_pure_bd_steps_tokens,True,176,64,0.15,cuda:3,22.082292906939983,0.005968082000742984,1.041611248627305,4745088,NVIDIA H100 80GB HBM3,16,5.157729148864746,5.451169490814209,4,4,725632,300000000000000.0,dense_dual_stream_attention_v1,299915771117568,ar_to_bd,True,0.4,245352489811968,0.8180713168157769,results_matched_p_ar_0p4/runs/3e14/0.73M/ar_2.7e-03_bd_2.7e-03/result.json,1337,256,0.73M,complete,1052,5776049323,5.394301742315292,5.387585788965225,7pjp6orv,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/7pjp6orv,0.05,0.1
0.01784377722474222,0.013241964230138029,flash,triangular_flash_causal_v2,50.30280794762075,0.0027,6057,128,0.02044421225147984,cudnn,89.01745780929923,0.0027,9085,6045984,4,3000000000000000.0,496173056,matched_pure_bd_steps_tokens,True,128,48,0.15,cuda:1,140.33619202300906,0.08590180385480063,1.0145934205502272,3319200,NVIDIA H100 80GB HBM3,16,4.648590087890625,5.039895534515381,3,4,504288,3000000000000000.0,dense_dual_stream_attention_v1,2999854357807104,ar_to_bd,True,0.4,2458653787422720,0.8195910514869121,results_matched_p_ar_0p4/runs/3e15/0.5M/ar_2.7e-03_bd_2.7e-03/result.json,1337,256,0.5M,complete,15142,5776049323,4.979254096746445,4.9714256674051285,a0nwa2mk,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/a0nwa2mk,0.05,0.1
0.02363123207064148,0.018029788233007823,flash,triangular_flash_causal_v2,36.70170282199979,0.0027,4209,128,0.026640848831048863,cudnn,68.30854007974267,0.0027,6313,8700288,4,3000000000000000.0,344784896,matched_pure_bd_steps_tokens,True,176,64,0.15,cuda:3,106.20552352443337,0.05969216617092935,1.1941036246716976,4745088,NVIDIA H100 80GB HBM3,16,4.544737815856934,4.820339202880859,4,4,725632,3000000000000000.0,dense_dual_stream_attention_v1,2999727893250048,ar_to_bd,True,0.4,2454224684187648,0.8181491026936527,results_matched_p_ar_0p4/runs/3e15/0.73M/ar_2.7e-03_bd_2.7e-03/result.json,1337,256,0.73M,complete,10522,5776049323,4.834897622466087,4.822002679109573,eyh4aqtt,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/eyh4aqtt,0.05,0.1
0.031814913912281056,0.023322372517449074,flash,triangular_flash_causal_v2,24.171767104417086,0.0027,2114,128,0.03585918084988464,cudnn,50.758205600082874,0.0027,3172,17318880,4,3000000000000000.0,173211648,matched_pure_bd_steps_tokens,True,216,80,0.15,cuda:3,76.35844813100994,0.02998791012920857,1.4268733002245426,8048640,NVIDIA H100 80GB HBM3,16,4.488241195678711,4.7536773681640625,5,7,1198720,3000000000000000.0,dense_dual_stream_attention_v1,2999831746314240,ar_to_bd,True,0.4,2357667834101760,0.7859333567619323,results_matched_p_ar_0p4/runs/3e15/1.20M/ar_2.7e-03_bd_2.7e-03/result.json,1337,256,1.20M,complete,5286,5776049323,4.743379518389702,4.732313364744186,kvunt41d,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/kvunt41d,0.05,0.1
0.02734621757246275,0.017777233491894983,flash,triangular_flash_causal_v2,31.86656921543181,0.0027,1644,128,0.03285002792821973,cudnn,55.40356113575399,0.0027,2467,22266432,4,3000000000000000.0,134709248,matched_pure_bd_steps_tokens,True,256,96,0.15,cuda:1,96.35840779915452,0.023322039073245635,9.086852714419365,10400256,NVIDIA H100 80GB HBM3,16,4.407649040222168,4.797643661499023,6,7,1562112,3000000000000000.0,dense_dual_stream_attention_v1,2999494310363136,ar_to_bd,True,0.4,2360256384466944,0.7868847679798392,results_matched_p_ar_0p4/runs/3e15/1.56M/ar_2.7e-03_bd_2.7e-03/result.json,1337,256,1.56M,complete,4111,5776049323,4.7472709864377975,4.746181830763817,yh9fambe,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/yh9fambe,0.05,0.1
0.028682251698536873,0.022381322668447255,flash,triangular_flash_causal_v2,29.417798288166523,0.0027,3162,128,0.031935295734021235,cudnn,56.9803105071187,0.0027,4742,11581920,4,3000000000000000.0,258998272,matched_pure_bd_steps_tokens,True,216,80,0.15,cuda:1,87.4516188222915,0.04484003815006896,1.0521485190838575,6284640,NVIDIA H100 80GB HBM3,16,4.335326194763184,4.622541427612305,5,4,965920,3000000000000000.0,dense_dual_stream_attention_v1,2999697266442240,ar_to_bd,True,0.4,2450833287413760,0.8170268762889348,results_matched_p_ar_0p4/runs/3e15/1M/ar_2.7e-03_bd_2.7e-03/result.json,1337,256,1M,complete,7904,5776049323,4.712233230471611,4.7060368955135345,8y66buf1,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/8y66buf1,0.05,0.1
0.03493811682489932,0.03334929739011248,flash,triangular_flash_causal_v2,17.07814540527761,0.0027,1311,128,0.0354670048794086,cudnn,51.304031351581216,0.0027,1966,27934368,4,3000000000000000.0,107380736,matched_pure_bd_steps_tokens,True,304,112,0.15,cuda:3,77.92035391554236,0.01859068889394939,9.53684313595295,13112064,NVIDIA H100 80GB HBM3,16,4.463207244873047,4.8185577392578125,7,7,1985536,3000000000000000.0,dense_dual_stream_attention_v1,2999612995534848,ar_to_bd,True,0.4,2362863890989056,0.787722914424747,results_matched_p_ar_0p4/runs/3e15/2M/ar_2.7e-03_bd_2.7e-03/result.json,1337,256,2M,complete,3277,5776049323,4.746927559375763,4.7381322234869,vp94cobq,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/vp94cobq,0.05,0.1
0.04735758794070502,0.03994799767220221,flash,triangular_flash_causal_v2,130.11682621575892,0.0027,8986,128,0.05000654772600456,cudnn,363.95885458402336,0.0027,13480,40750752,4,3e+16,736165888,matched_pure_bd_steps_tokens,True,304,112,0.15,cuda:1,507.40915437601507,0.1274514545900113,13.331524843350053,17458560,NVIDIA H100 80GB HBM3,16,3.7416067123413086,4.495484352111816,7,11,2595712,3e+16,dense_dual_stream_attention_v1,29999313532747776,ar_to_bd,True,0.4,23140851945308160,0.771379382399774,results_matched_p_ar_0p4/runs/3e16/2.60M/ar_2.7e-03_bd_2.7e-03/result.json,1337,256,2.60M,complete,22466,5776049323,4.236593954265118,4.26346980035305,ojzjshfs,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/ojzjshfs,0.05,0.1
0.05273596436957611,0.04132513713699459,flash,triangular_flash_causal_v2,132.52827412076294,0.0027,7342,128,0.0575149936184488,cudnn,316.43607115000486,0.0009,11013,49877856,4,3e+16,601456640,matched_pure_bd_steps_tokens,True,384,144,0.15,cuda:3,462.603887476027,0.10412941551676566,13.63767721876502,22514112,NVIDIA H100 80GB HBM3,16,3.8217854499816895,4.341413974761963,9,9,3422016,3e+16,dense_dual_stream_attention_v1,29999367680163840,ar_to_bd,True,0.4,23416125470539776,0.7805539676765577,results_matched_p_ar_0p4/runs/3e16/3.4M/ar_2.7e-03_bd_9.0e-04/result.json,1337,256,3.4M,complete,18355,5776049323,4.146033637225628,4.166955187916756,72jf8nqw,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/72jf8nqw,0.05,0.1
0.06154756706613151,0.04694603930845837,flash,triangular_flash_causal_v2,115.51558220386505,0.0027,5660,128,0.06783455288006658,cudnn,268.28499855287373,0.0009,8490,64697280,4,3e+16,463667200,matched_pure_bd_steps_tokens,True,432,160,0.15,cuda:1,385.7289707623422,0.08027410675904299,1.926474554464221,28918080,NVIDIA H100 80GB HBM3,16,3.782195806503296,4.271690368652344,10,10,4411840,3e+16,dense_dual_stream_attention_v1,29998006665216000,ar_to_bd,True,0.4,23362150072320000,0.7787900820559999,results_matched_p_ar_0p4/runs/3e16/4.4M/ar_2.7e-03_bd_9.0e-04/result.json,1337,256,4.4M,complete,14150,5776049323,4.111449383199215,4.1361061707139015,em05gg93,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/em05gg93,0.05,0.1
0.06445839244595884,0.05986122805262264,flash,triangular_flash_causal_v2,89.95888883806765,0.0027,4482,128,0.06595714036653755,cudnn,275.93419477157295,0.0009,6724,81693216,4,3e+16,367198208,matched_pure_bd_steps_tokens,True,472,176,0.15,cuda:3,379.52583898231387,0.06357255408776225,13.63074098341167,36263040,NVIDIA H100 80GB HBM3,16,3.790069341659546,4.08922004699707,11,11,5550336,3e+16,dense_dual_stream_attention_v1,29997602520956928,ar_to_bd,True,0.4,23325446296829952,0.7775770173811166,results_matched_p_ar_0p4/runs/3e16/5.6M/ar_2.7e-03_bd_9.0e-04/result.json,1337,256,5.6M,complete,11206,5776049323,4.093440406024456,4.113849520683289,sztm09yp,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/sztm09yp,0.05,0.1
