accounted_h100_bf16_mfu,attention_backend,batch_size,budget,clean_tokens,compiled,compute_accounting,d_ff,d_model,decay_fraction,device,duration_seconds,effective_train_epochs,evaluation_duration_seconds,flash_causal_training_flops_per_clean_token,gpu,head_dim,learning_rate,n_head,n_layer,n_params,objective,realized_flops,result_path,seed,sequence_length,size,stable_fraction,status,steps,tokens_per_parameter,tokens_per_second,train_ar_ce,train_dataset_tokens,training_duration_seconds,training_tokens_per_second,val_ar_ce,wandb_run_id,wandb_url,warmup_fraction,weight_decay
0.019661250469648138,flash,128,1000000000000000.0,159088640,True,triangular_flash_causal_v2,216,80,0.15,cuda:0,51.581319492310286,0.027542811895063867,0.16358236223459244,6284640,NVIDIA H100 80GB HBM3,16,0.0027,5,4,965920,autoregressive,999814830489600,results_ar/runs/1e15/1M/lr_2.7e-03/result.json,1337,256,1M,0.7999999999999999,complete,4855,164.70167301639887,3084229.747626306,4.102387428283691,5776049323,51.417640924453735,3094047.823659272,4.278248228132725,x95no1vu,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/x95no1vu,0.05,0.1
0.022824804214844757,flash,128,1000000000000000.0,57278464,True,triangular_flash_causal_v2,304,112,0.15,cuda:0,44.58940997347236,0.009916546898572944,0.2901028674095869,17458560,NVIDIA H100 80GB HBM3,16,0.0027,7,11,2595712,autoregressive,999999500451840,results_ar/runs/1e15/2.60M/lr_2.7e-03/result.json,1337,256,2.60M,0.7999999999999999,complete,1748,22.066571329947237,1284575.5087155618,4.271628379821777,5776049323,44.29925580881536,1292989.3054456648,4.286235928535461,iv53fgcs,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/iv53fgcs,0.05,0.1
0.03774413778456564,flash,128,1000000000000000.0,57278464,True,triangular_flash_causal_v2,304,112,0.15,cuda:0,27.064633667469025,0.009916546898572944,0.2756989262998104,17458560,NVIDIA H100 80GB HBM3,16,0.0081,7,11,2595712,autoregressive,999999500451840,results_ar/runs/1e15/2.60M/lr_8.1e-03/result.json,1337,256,2.60M,0.7999999999999999,complete,1748,22.066571329947237,2116358.370253768,4.396489143371582,5776049323,26.78884457424283,2138146.1168008936,4.419536724686623,olpq2iso,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/olpq2iso,0.05,0.1
0.022566163614246088,flash,128,1000000000000000.0,57278464,True,triangular_flash_causal_v2,304,112,0.15,cuda:1,45.08249766752124,0.009916546898572944,0.2754190620034933,17458560,NVIDIA H100 80GB HBM3,16,0.0009,7,11,2595712,autoregressive,999999500451840,results_ar/runs/1e15/2.60M/lr_9.0e-04/result.json,1337,256,2.60M,0.7999999999999999,complete,1748,22.066571329947237,1270525.5246154007,4.431639671325684,5776049323,44.806988816708326,1278337.7216957975,4.441181391477585,ij5ncxgl,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/ij5ncxgl,0.05,0.1
0.025454543431125538,flash,128,1000000000000000.0,76251136,True,triangular_flash_causal_v2,304,112,0.15,cuda:1,39.92011661827564,0.013201261231681487,0.20488573797047138,13112064,NVIDIA H100 80GB HBM3,16,0.0027,7,7,1985536,autoregressive,999809775304704,results_ar/runs/1e15/2M/lr_2.7e-03/result.json,1337,256,2M,0.7999999999999999,complete,2327,38.40330067044869,1910093.0172406316,4.298735618591309,5776049323,39.71511051058769,1919952.759030398,4.22449915856123,lyur1plt,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/lyur1plt,0.05,0.1
0.03508148102032048,flash,128,1000000000000000.0,76251136,True,triangular_flash_causal_v2,304,112,0.15,cuda:3,29.055539406836033,0.013201261231681487,0.2387177925556898,13112064,NVIDIA H100 80GB HBM3,16,0.0081,7,7,1985536,autoregressive,999809775304704,results_ar/runs/1e15/2M/lr_8.1e-03/result.json,1337,256,2M,0.7999999999999999,complete,2327,38.40330067044869,2624323.538872592,4.286832809448242,5776049323,28.81662848778069,2646081.0997488233,4.180227279663086,vieoxtg0,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/vieoxtg0,0.05,0.1
0.026588429132559738,flash,128,1000000000000000.0,44400640,True,triangular_flash_causal_v2,384,144,0.15,cuda:2,38.25607414729893,0.007687025770918958,0.24097644723951817,22514112,NVIDIA H100 80GB HBM3,16,0.0027,9,9,3422016,autoregressive,999640981831680,results_ar/runs/1e15/3.4M/lr_2.7e-03/result.json,1337,256,3.4M,0.7999999999999999,complete,1355,12.97499485683293,1160616.7383783918,4.286250591278076,5776049323,38.01500756107271,1167976.618935785,4.3311765268445015,5j3v9c91,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/5j3v9c91,0.05,0.1
0.02668056692551456,flash,128,1000000000000000.0,44400640,True,triangular_flash_causal_v2,384,144,0.15,cuda:1,38.1272494699806,0.007687025770918958,0.24343825317919254,22514112,NVIDIA H100 80GB HBM3,16,0.0081,9,9,3422016,autoregressive,999640981831680,results_ar/runs/1e15/3.4M/lr_8.1e-03/result.json,1337,256,3.4M,0.7999999999999999,complete,1355,12.97499485683293,1164538.240162295,4.46993350982666,5776049323,37.883727783337235,1172024.0482651014,4.51615409553051,yfrvuea7,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/yfrvuea7,0.05,0.1
0.024718243448236414,flash,128,1000000000000000.0,38535168,True,triangular_flash_causal_v2,384,144,0.15,cuda:3,41.16785681061447,0.00667154413771269,0.27154778875410557,25944192,NVIDIA H100 80GB HBM3,16,0.0027,9,11,3920256,autoregressive,999763797344256,results_ar/runs/1e15/4M/lr_2.7e-03/result.json,1337,256,4M,0.7999999999999999,complete,1176,9.829758056616711,936049.8939081116,4.229530334472656,5776049323,40.8962521199137,942266.4914870277,4.426106303930283,55k43pg9,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/55k43pg9,0.05,0.1
0.02512297847536313,flash,128,1000000000000000.0,38535168,True,triangular_flash_causal_v2,384,144,0.15,cuda:2,40.528130983933806,0.00667154413771269,0.29068505577743053,25944192,NVIDIA H100 80GB HBM3,16,0.0081,9,11,3920256,autoregressive,999763797344256,results_ar/runs/1e15/4M/lr_8.1e-03/result.json,1337,256,4M,0.7999999999999999,complete,1176,9.829758056616711,950825.1938703055,4.396916389465332,5776049323,40.237407241016626,957695.1061776808,4.594702631235123,th7i9soq,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/th7i9soq,0.05,0.1
0.027576003116996643,flash,128,1000000000000000.0,27557888,True,triangular_flash_causal_v2,472,176,0.15,cuda:3,36.92007656022906,0.004771061751544534,0.27775186486542225,36263040,NVIDIA H100 80GB HBM3,16,0.0081,11,11,5550336,autoregressive,999332794859520,results_ar/runs/1e15/5.6M/lr_8.1e-03/result.json,1337,256,5.6M,0.7999999999999999,complete,841,4.965084636317513,746420.1206366356,4.951473236083984,5776049323,36.64228334650397,752078.8958319457,4.930076941847801,atuqx2lv,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/atuqx2lv,0.05,0.1
0.06944361064611135,flash,128,1e+16,150175744,True,triangular_flash_causal_v2,600,224,0.15,cuda:3,145.89518461190164,0.02599973365913032,0.3214802425354719,66575040,NVIDIA H100 80GB HBM3,16,0.0027,14,14,10296384,autoregressive,9997956163829760,results_ar/runs/1e16/10.3M/lr_2.7e-03/result.json,1337,256,10.3M,0.7999999999999999,complete,4583,14.585289748323294,1029339.9634777881,3.6994104385375977,5776049323,145.57360706850886,1031613.8139609697,3.59944611787796,kq6pwb08,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/kq6pwb08,0.05,0.1
0.055436893770932236,flash,128,1e+16,275742720,True,triangular_flash_causal_v2,472,176,0.15,cuda:0,182.65039812214673,0.047738982924194116,0.2720755096524954,36263040,NVIDIA H100 80GB HBM3,16,0.0027,11,11,5550336,autoregressive,9999269285068800,results_ar/runs/1e16/5.6M/lr_2.7e-03/result.json,1337,256,5.6M,0.7999999999999999,complete,8415,49.68036529680365,1509674.891678025,3.579914093017578,5776049323,182.3782670367509,1511927.5146113506,3.5823676884174347,av2l5hkf,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/av2l5hkf,0.05,0.1
0.0623188642230498,flash,128,1e+16,222986240,True,triangular_flash_causal_v2,512,192,0.15,cuda:1,162.5316085740924,0.03860532130708746,0.2969854846596718,44841600,NVIDIA H100 80GB HBM3,16,0.0027,12,12,6886272,autoregressive,9999059779584000,results_ar/runs/1e16/6.9M/lr_2.7e-03/result.json,1337,256,6.9M,0.7999999999999999,complete,6805,32.381271027342514,1371956.15029152,3.6815571784973145,5776049323,162.2345481775701,1374468.2775948285,3.5739782974123955,oqh8tc1l,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/oqh8tc1l,0.05,0.1
0.06493066373271805,flash,128,1e+16,181305344,True,triangular_flash_causal_v2,560,208,0.15,cuda:2,156.03212796337903,0.031389161321398226,0.3268860802054405,55149120,NVIDIA H100 80GB HBM3,16,0.0027,13,13,8502208,autoregressive,9998830172897280,results_ar/runs/1e16/8.5M/lr_2.7e-03/result.json,1337,256,8.5M,0.7999999999999999,complete,5533,21.324501117827275,1161974.436716986,3.5977206230163574,5776049323,155.70517900958657,1164414.344810183,3.5719834342598915,sav9f7z1,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/sav9f7z1,0.05,0.1
0.09114217888657417,flash,128,1e+17,1256947712,True,triangular_flash_causal_v2,640,240,0.15,cuda:2,1109.7571440879256,0.21761374283887847,0.3764497749507427,79557120,NVIDIA H100 80GB HBM3,16,0.0027,15,15,12341760,autoregressive,99999139957309440,results_ar/runs/1e17/12.3M/lr_2.7e-03/result.json,1337,256,12.3M,0.7999999999999999,complete,38359,101.8450943787596,1132633.1339214272,3.3992366790771484,5776049323,1109.3805986121297,1133017.5717625506,3.202829100191593,4rbztjxx,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/4rbztjxx,0.05,0.1
0.1018562457411328,flash,128,1e+17,1000701952,True,triangular_flash_causal_v2,688,256,0.15,cuda:3,993.1151591986418,0.17325024355578897,0.4270401503890753,99929088,NVIDIA H100 80GB HBM3,16,0.0027,16,17,15545344,autoregressive,99999233423179776,results_ar/runs/1e17/15.5M/lr_2.7e-03/result.json,1337,256,15.5M,0.7999999999999999,complete,30539,64.3730979513866,1007639.3887769069,3.4062511920928955,5776049323,992.6878684926778,1008073.1151872451,3.1894177198410034,0damd8i8,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/0damd8i8,0.05,0.1
0.09871387630216495,flash,128,1e+17,814317568,True,triangular_flash_causal_v2,728,272,0.15,cuda:2,1024.7262036837637,0.1409817545631786,0.4633698668330908,122798208,NVIDIA H100 80GB HBM3,16,0.0027,17,19,19148800,autoregressive,99996738093318144,results_ar/runs/1e17/19.1M/lr_2.7e-03/result.json,1337,256,19.1M,0.7999999999999999,complete,24851,42.52577540106952,794668.4344292448,3.1484954357147217,5776049323,1024.2626485880464,795028.081051811,3.1762103885412216,tqlorz62,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/tqlorz62,0.05,0.1
0.11156429711401691,flash,128,1e+17,643858432,True,triangular_flash_causal_v2,768,288,0.15,cuda:3,906.7840756606311,0.11147038330094952,0.48638489097356796,155310912,NVIDIA H100 80GB HBM3,16,0.0027,18,22,24269760,autoregressive,99998240272809984,results_ar/runs/1e17/24.3M/lr_2.7e-03/result.json,1337,256,24.3M,0.7999999999999999,complete,19649,26.52924594227549,710046.0289081737,3.226807117462158,5776049323,906.2976050265133,710427.1581752268,3.185214914381504,sebj1013,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/sebj1013,0.05,0.1
0.1137467628559748,flash,128,1e+17,557285376,True,triangular_flash_causal_v2,816,304,0.15,cuda:0,889.4151085317135,0.096482101318095,0.5080885309726,179437824,NVIDIA H100 80GB HBM3,16,0.0027,19,23,28123648,autoregressive,99998075216461824,results_ar/runs/1e17/28.1M/lr_2.7e-03/result.json,1337,256,28.1M,0.7999999999999999,complete,17007,19.815543701869686,626575.1173487392,3.1090781688690186,5776049323,888.9069530423731,626933.3073530756,3.187129631638527,z1rz1c2a,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/z1rz1c2a,0.05,0.1
0.12141191865708151,flash,128,1e+17,446332928,True,triangular_flash_causal_v2,896,336,0.15,cuda:1,833.2714839912951,0.07727304651342223,0.5125753246247768,224036064,NVIDIA H100 80GB HBM3,16,0.0027,21,24,35283360,autoregressive,99994672422715392,results_ar/runs/1e17/35.3M/lr_2.7e-03/result.json,1337,256,35.3M,0.7999999999999999,complete,13621,12.649955333052182,535639.2683235788,3.372497081756592,5776049323,832.7588334511966,535969.0105600748,3.1859975680708885,p1crlu0p,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/p1crlu0p,0.05,0.1
0.18535579454935872,flash,128,1e+18,1486356480,True,triangular_flash_causal_v2,1328,496,0.15,cuda:1,5455.623515898362,0.25733098816891803,0.6512317359447479,672778368,NVIDIA H100 80GB HBM3,16,0.0027,31,35,107703424,autoregressive,999988486880624640,results_ar/runs/1e18/107.7M/lr_2.7e-03/result.json,1337,256,107.7M,0.7999999999999999,complete,45360,13.800457077390595,272444.84075350384,2.948042631149292,5776049323,5454.972190590575,272477.37074881064,2.8660865053534508,k85wcrco,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/k85wcrco,0.05,0.1
0.1867613613540264,flash,128,1e+18,1486356480,True,triangular_flash_causal_v2,1328,496,0.15,cuda:0,5414.585804127157,0.25733098816891803,0.6676645241677761,672778368,NVIDIA H100 80GB HBM3,16,0.0009,31,35,107703424,autoregressive,999988486880624640,results_ar/runs/1e18/107.7M/lr_9.0e-04/result.json,1337,256,107.7M,0.7999999999999999,complete,45360,13.800457077390595,274509.7286789795,2.887373685836792,5776049323,5413.918046543375,274543.58695898514,2.8078979924321175,wn0095s2,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/wn0095s2,0.05,0.1
0.1937739681321345,flash,128,1e+18,1189707776,True,triangular_flash_causal_v2,1408,528,0.15,cuda:2,5218.764276960865,0.2059725790883798,0.7682453654706478,840533760,NVIDIA H100 80GB HBM3,16,0.0009,33,39,134838528,autoregressive,999989550262517760,results_ar/runs/1e18/134.8M/lr_9.0e-04/result.json,1337,256,134.8M,0.7999999999999999,complete,36307,8.823203528297194,227967.33342645311,2.8497557640075684,5776049323,5217.9959443844855,228000.90085933133,2.8082511872053146,vu53i3fa,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/vu53i3fa,0.05,0.1
0.1610428926999317,flash,128,1e+18,2324332544,True,triangular_flash_causal_v2,1152,432,0.15,cuda:2,6279.1370885986835,0.40240870775542026,0.629765285179019,430225344,NVIDIA H100 80GB HBM3,16,0.0027,27,29,68510016,autoregressive,999986768312795136,results_ar/runs/1e18/68.5M/lr_2.7e-03/result.json,1337,256,68.5M,0.7999999999999999,complete,70933,33.92690119938083,370167.510472163,2.917819023132324,5776049323,6278.507234921679,370204.645313114,2.851633109152317,0qdbj9vt,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/0qdbj9vt,0.05,0.1
0.17332351572519372,flash,128,1e+18,1857683456,True,triangular_flash_causal_v2,1200,448,0.15,cuda:3,5834.289335569367,0.3216183505571495,0.6544175408780575,538296192,NVIDIA H100 80GB HBM3,16,0.0027,28,34,85832320,autoregressive,999983930306199552,results_ar/runs/1e18/85.8M/lr_2.7e-03/result.json,1337,256,85.8M,0.7999999999999999,complete,56692,21.64316956596303,318407.8384104873,2.9553802013397217,5776049323,5833.6348252967,318443.56248430716,2.8624782487750053,y7794xge,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/y7794xge,0.05,0.1
0.17347551602488132,flash,128,1e+18,1857683456,True,triangular_flash_causal_v2,1200,448,0.15,cuda:0,5829.184010455385,0.3216183505571495,0.6605640724301338,538296192,NVIDIA H100 80GB HBM3,16,0.0009,28,34,85832320,autoregressive,999983930306199552,results_ar/runs/1e18/85.8M/lr_9.0e-04/result.json,1337,256,85.8M,0.7999999999999999,complete,56692,21.64316956596303,318686.70686463284,2.897538423538208,5776049323,5828.523359067738,318722.8293612146,2.804474726319313,h2oshzvz,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/h2oshzvz,0.05,0.1
0.009794084023253038,flash,128,300000000000000.0,90374144,True,triangular_flash_causal_v2,128,48,0.15,cuda:0,31.12692455947399,0.01564635946582619,0.1585390530526638,3319200,NVIDIA H100 80GB HBM3,16,0.0027,3,4,504288,autoregressive,299969858764800,results_ar/runs/3e14/0.5M/lr_2.7e-03/result.json,1337,256,0.5M,0.7999999999999999,complete,2758,179.21137127990355,2903407.4287462216,4.6767258644104,5776049323,30.968309700489044,2918278.2293917974,4.683948278427124,k0vlfn0d,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/k0vlfn0d,0.05,0.1
0.011764527102015691,flash,128,300000000000000.0,63209472,True,triangular_flash_causal_v2,176,64,0.15,cuda:2,25.93910703063011,0.010943374695278724,0.16064804419875145,4745088,NVIDIA H100 80GB HBM3,16,0.0027,4,4,725632,autoregressive,299934507073536,results_ar/runs/3e14/0.73M/lr_2.7e-03/result.json,1337,256,0.73M,0.7999999999999999,complete,1929,87.1095431292997,2436840.7102588112,4.551229953765869,5776049323,25.778382739052176,2452034.041074374,4.581365466117859,iro1zf5b,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/iro1zf5b,0.05,0.1
0.011483176742221825,flash,128,300000000000000.0,37257216,True,triangular_flash_causal_v2,216,80,0.15,cuda:1,26.629335766658187,0.006450293949472218,0.2249540314078331,8048640,NVIDIA H100 80GB HBM3,16,0.0027,5,7,1198720,autoregressive,299869918986240,results_ar/runs/3e14/1.20M/lr_2.7e-03/result.json,1337,256,1.20M,0.7999999999999999,complete,1137,31.08083288841431,1399104.2182377179,4.510196685791016,5776049323,26.404294101521373,1411028.6704408925,4.627041071653366,udwfhni4,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/udwfhni4,0.05,0.1
0.012700199586425575,flash,128,300000000000000.0,28835840,True,triangular_flash_causal_v2,256,96,0.15,cuda:2,24.081740371882915,0.004992311939785006,0.20524542033672333,10400256,NVIDIA H100 80GB HBM3,16,0.0027,6,7,1562112,autoregressive,299900117975040,results_ar/runs/3e14/1.56M/lr_2.7e-03/result.json,1337,256,1.56M,0.7999999999999999,complete,880,18.459521468371026,1197415.1184549695,4.602935791015625,5776049323,23.876452391967177,1207710.4054914508,4.678624629974365,t3fnd39e,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/t3fnd39e,0.05,0.1
0.021163889168116547,flash,128,300000000000000.0,47710208,True,triangular_flash_causal_v2,216,80,0.15,cuda:3,14.481553554534912,0.008260007027644282,0.15628907643258572,6284640,NVIDIA H100 80GB HBM3,16,0.0027,5,4,965920,autoregressive,299841481605120,results_ar/runs/3e14/1M/lr_2.7e-03/result.json,1337,256,1M,0.7999999999999999,complete,1456,49.39353983766772,3294550.396152732,4.4592604637146,5776049323,14.325175294652581,3330514.7768634744,4.563907593488693,m42bc389,https://wandb.ai/y38283929-uc-berkeley-electrical-engineering-computer-sc/climbmix-isoflop-scaleup/runs/m42bc389,0.05,0.1
